,Tweet,Message,Match,Polarity
156,157,OUCH Hey fordnation MY ass hurts after reading this Its almost worth having you as Premier to watch your public repudiation amp whiny response to it Almost ,"['hurts', 'repudiation', 'whiny']",NEGATIVE
157,158,NikaDragomira JigglyPants44 Because Andy like all of Canadas ReformaCons has spent months amp months attacking Trudeau amp convincing the army of s that roam freely about this country that he is dirty amp corrupt Its called deflecting attention away from his own crimes amp fraud against Canadians,"['dirty', 'corrupt', 'fraud']",NEGATIVE
158,159,The Mayers are a walking RootsCanada commercial today and got comments by two different people at Costco Jack and I are sporting ballcaps and Rory and Jason are wearing fun tees Yay Canada  ,['fun'],POSITIVE
159,160,Alberta Oil and Gas Industry and Supreme Court of Canada alberta cccq2  via SlideShare,-,NEUTRAL
160,161,2 GIVEAWAY WINNERSUnofficial Photocardsmade by yours truly -Each winner gets 5 PCs of each member and 5 OT740 in total  Rules-Follow me-Retweet-Reply with a picture of your bias and tag a mutualUSA and Canada only bts giveaway photocards ,-,NEUTRAL
161,162,I wanna help yall in every financial aspects HMU if you got a financial problemover18sugardaddyneededsugardaddywantedsugardaddytwittercollegegirlscollegelifecanadacannabisCanadaLoverAkshaycanadaUSAsugarbabysugarbabydatingsugarbabywantedSugarDaddy ,-,NEUTRAL
162,163,Stop staring at the clock every day Its time for a new career Follow us to view jobs with titles like Apprentice 3 - Heavy Equipment Mechanic in Red Lake ON Canada mining SkilledTrade,['like'],POSITIVE
163,164,Does your team have at least 6 Championships If not we can end this discussion right now Especially if your team just lost to a team from Canada ,-,NEUTRAL
164,165,BitchYouPretty If cashapp was in Canada Id be a happier girl,['happier'],POSITIVE
165,166,RogelioTrainer bigcatsf callmechris316 BlueJays TDCanada Good find most people think his extension was to high they took a risk and it failed maybe next season who knows I doubt it but nobody can see the future Im going on past production and his projected 20-25 hrs  arent enough for me to want that on my team not that alone,"['risk', 'failed', 'doubt']",NEGATIVE
166,167,I will surprise first 50 babies that follow and retweets my post Dm and get 1200  Male or female sugar baby in the USA  or Canada text me  sugardaddy Sugarbabywanted sugardaddywanted  sugarbabyneeded sugardaddyneeded sugarmummy,-,NEUTRAL
167,168,deltasu canukcookie JustinTrudeau TrudeauMustGo Fraud  theft and embezzlment are the accepted practice in JUSTINE TRUDEAUS  Liberal MafiosaParty of Canada,-,NEUTRAL
168,169,Third World conditions cause of Attawapiskat water issues Public Health doctor says ,['issues'],NEGATIVE
169,170,Romanias Nadia Comaneci performs during the gymnastics event at the Olympics in Montreal Canada on July 21 1976 She was awarded with 10 points becoming the first person to score a perfect 10 at the Olympic Games nadiacomaneci10 ,"['awarded', 'perfect']",POSITIVE
170,171,Do you Speak Canadian English Here are 75+ slangs and phrases to help you settle in Canada easily Did you say Thanks  Just treat us to a Bumbleberry Pie find out inside instead  PS Canadians have a funny nickname for McDonalds,['funny'],NEGATIVE
171,172,Saskatoon museum restoring neglected First World War mortar   Canada History ,['neglected'],NEGATIVE
172,173,So Canadas response to Attawapiskat is send MORE plastic bottled water JustinTrudeau cathmckenna At least we see an example of how Canada uses Tribal Councils Government funded NGOs as their arms length corporations to pay for the water  Since its Canadas money anyways ,-,NEUTRAL
173,174, An incredible day attending 3 different peoplespca events with our leader future Prime Minister  MaximeBernier We are going to MAXimizeCanada this OctoberCanadaPoli2 DMillardHaskell FPVaughanIII BrianeveraertP1 HazarVandermol1 ppcckl PPCWindsorWest EssexPPC ,['incredible'],POSITIVE
174,175,KellyCo70923728 SolarShiva notoriousnatz I met the man whose leg was taken They also took his money He and his daughter were cycling across Canada to raise awareness of the detentions and abuse of rights PM Harpers office door was locked during business hours and nobody would let them in or talk to them,['abuse'],NEGATIVE
175,176,Yesterday Kalsang and I visited ViveShelter in Buffalo NY this was the first time I had been at Vive since staying there almost 20 years ago 2001 I was with my mom and two brothers at the time we were on our way to the border to seek asylum in Canada as Tibetan refugees ,-,NEUTRAL
176,177,s deserve leaders who love and support Canada and sSince MichelleRempel and her husband do not feel this way s should give them both their walking papersScheerDesperation cpccdnpoli abpoli  ,"['love', 'support']",POSITIVE
177,178,UVW representing at the Tolpuddle Martyrs March today5 of the 6 martyrs emigrated to Canada after their return from Australia to England Immigration has always been an important part of workers lives In honor of the Tolpuddle Martyrs lets organise not demonise migrants ,"['important', 'honor']",POSITIVE
178,179,Welcome to sweaty city Population most of Canada,['sweaty'],NEGATIVE
179,180,listening to azealia banks trying to attract charles back to canada,-,NEUTRAL
180,181,I can see Canada from here ,-,NEUTRAL
181,182,KamalaHarris How about we end your nonsense too and send you back to Canada Im sure Justy Trudeau has work for you to do and can get you out of our hair a lot of Cali Democrats has already destroyed that state,-,NEUTRAL
182,183,Black Loyalist Rose Fortune recognized for historical significance  CBC News ,-,NEUTRAL
183,184,When youre looking for that escape from the city ExploreCanada ,-,NEUTRAL
184,185,KellyCP24 TorontoPolice But we see evil flourishing after u arrested David Lynn You could tolerate loud abortion amp Loud pride parades but cannot tolerate people spreading the gospel Is there something wrong with the Canadian police I think Canada is another corrupt country Hypocrisyexposed,"['evil', 'loud', 'wrong', 'corrupt']",NEGATIVE
185,186,Today marks 1 month since the release of Seorita by ShawnMendes and CamilaCabello   1 on UK Singles Chart iTunes Apple Music Spotify YouTube Deezer and Shazam 2 on Hot 100 Silver in the UK Platinum in Canada 300+ MILLION YouTube views 12 ,-,NEUTRAL
186,187,A beautifully balanced cross of Cagg OG and Cannatonic x Afghan Skunk Sunkiss CBD contains roughly equal amounts of THC and CBD  DispensaryGTA canada cbd weedlover medicalmarijuana hemp weedlife hybrid sativa indica cannabis  use enjoy ,"['beautifully', 'balanced', 'enjoy']",POSITIVE
187,188,ok Im sincerely overexcited about this right nowthat mania when you discover a new fixation hahahI wrote to the ebay seller in case theyd be willing to ship to Canada for extra money or something gotta do something else and calm down now,"['sincerely', 'right', 'willing', 'calm']",POSITIVE
188,189,The Philippine President Rodrigo Duterte insisted Canada take back rubbish that sat rotting for 6 years ,['rubbish'],NEGATIVE
189,190, Brexit news UK trade envoy quits in protest over no-deal policy threatening 800m Canada agreement - The Independent   ,"['protest', 'threatening']",NEGATIVE
190,191,Would you rather take a hiking trip in British Columbia Canada or hop the pond and head to London for vacation  ,-,NEUTRAL
191,192,One party One leader in Canada that is calling out the scam that is climate hysteria and a price on c02 yxe Saskatoon ,"['scam', 'hysteria']",NEGATIVE
192,193,Scheer is ill-suited to petty vindictive remarks about household whatnots DrinkingTheChocolateMilkScheerWeaknessScheerNoPlanManScheerDesperationcdnpoli onpoli polqc ableg bcpoli topoli ottpoli skpoli mbpoli nbpoli nspoli nlpoli,"['petty', 'vindictive']",NEGATIVE
193,194,HopticalA So glad Im home in Canada right now where we laugh at stupid shit like this,"['glad', 'right', 'like']",POSITIVE
194,195,A symbiotic partnership between sheep farmers and a solar company helps power 7000 homesRead more  ,-,NEUTRAL
195,196,Worlds happiest countries 2019Just three have the euro -1 Finland2 Denmark3 Norway4 Iceland5 Netherlands6 Switzerland7 Sweden8 New Zealand9 Canada10 AustriaWorld Happiness Report,-,NEUTRAL
196,197,throwback to spring and the dew on these little flowerscanon eosm6 adobe lightroom innisfil ontario canada garden gardening foliage plants simulacrasimulations ,-,NEUTRAL
197,198,We now have a great early on-foot look at the upcoming Yeezy Boost 350 V2 Cloud White If these come to Canada aka arent region specific are these a cop ,['great'],POSITIVE
198,199,The topic of partnership assumes great importance If you are  More for Capricorn ,['great'],POSITIVE
199,200,Seriously RCMP Does anyone take Canada serious anymore ,-,NEUTRAL
200,201,PierrePoilievre gmbutts Tell us about your Elections Canada compliance order Pierrecdnpoli CPCHQ AndrewScheer,-,NEUTRAL
201,202,Everyone in Eastern Canada today Weather ,-,NEUTRAL
202,203,Monday Video shoot near Keji with Camp Canada,-,NEUTRAL
203,204,I need to take my ass back to Canada but I dont feel like paying 10 to got here and back ,['like'],POSITIVE
204,205,i woke up and everyone is hating on canada wtf,['hating'],NEGATIVE
205,206,roudahabbal Goes to Canada for a week and  is now DaMaScUs ,-,NEUTRAL
206,207,OriginalFunko FunkoApp Make these available in Canada please ,['available'],POSITIVE
207,208,Pepper spray is illegal in Canada If pepper spray is used on another person causing serious bodily harm or harming the environment it can carry a penalty up to a fine of 500000 and imprisonment of up to 3 years,"['illegal', 'harm', 'penalty', 'imprisonment']",NEGATIVE
208,209,Senior Islamic cleric in Canada Imam Abdullah HakimQuick  says Muslims in Canada will be obligated to move to an Islamic State if and when a Khalifa Caliph establishes a Caliphate and that he hopes this happens soon  ,-,NEUTRAL
209,210,ckkoch3 TreeTreeB DarThatcher Peacepox And Canada,-,NEUTRAL
210,211,Had a great time at Niagara Falls this morning Super excited for the show tonight in Toronto our first ever headline show in Canada ,"['great', 'excited']",POSITIVE
211,212,Canada has never spent more to combat wildfires but without updated science communities are left at risk to fire impacts  cdnpoli bcwildfires climatechange,['risk'],NEGATIVE
212,213,HeartAGlow JustinTrudeau PattyOLimerick Less cars on the road and I believe currently less than 10 of the cars in Canada are fully electric would amount to less emissions from cars that causes pollution Whether diesel or electric new buses I mean there is a low minimum needed of people bussing than driving,-,NEUTRAL
213,214,Current Weather Johnstown Ontario Conditions Temp 819 f 28 c Wind 161 kmh NW BP1007 kPa and Steady Relative Humidity 59 Precip Today 00 mm weather canada ,-,NEUTRAL
214,215,Cndpoli Canada strong and free ElizabethMay bcndp jjhorgan JustinTrudeau cbcnewsbc ,"['strong', 'free']",POSITIVE
215,216,With an average of 217 million viewers PriyankaChoprasQuanticowas Canadas most-watched drama series most-watched new series and second most-watched series afterThe Big Bang Theory in 2015,-,NEUTRAL
216,217,ARMSTRONG NEW CD Album UNDER BLUE SKIES available in UK from Country Mile Record Label link    and also available from The Beautiful Music Record Label in Canada here link   ,['available'],POSITIVE
217,218,Trapped migrating salmon to be flown over Fraser River rock slide in BC ,-,NEUTRAL
218,219,Roy Halladays widow calls late pitcher true competitor at Hall of Fame induction ,-,NEUTRAL
219,220,Apple Card may launch by 2020 in Canada -  ,-,NEUTRAL
220,221,Ceremony commemorates victims of the Danforth shooting ,-,NEUTRAL
221,222,Plane crash near Jasper townsite sends two people to hospital ,['crash'],NEGATIVE
222,223,CharmingTea13 Great ice wine from Canada ,-,NEUTRAL
223,224,marklutchman One way tickets to Canada,-,NEUTRAL
224,225,Casino money laundering taking place all over Canada this time involving Italian Mafia scoopercooper AlderLaneeggs BradWestPoCo jdsnowdy DaveEby ,-,NEUTRAL
225,226,GregoryHStrong Meanwhile helpless citizens are getting beat with sticks in Hong Kong Try that shit in America or Canada 2ndAmendment,"['helpless', 'shit']",NEGATIVE
226,227,Nearly 8 in 10 Canadians prefer Dems over Trump Sanders Biden most popular poll   Ctv r  liarsthey say anything 2 degrade USCanada conservatives 2 boost liberals evil waysas if the population dontcant or wont c through the news medias lies,-,NEUTRAL
227,228,The man initially had no vital signs but firefighters and paramedics revived him ,-,NEUTRAL
228,229,Left Trudeau mocks us our country and everything for which we stand I am outraged and will not stand for itRight Haha someone I love is trashing Canada LOLcdnpoli ,"['mocks', 'outraged']",NEGATIVE
229,230,Trade with Canada and Mexico alone supports more than 12 million American jobs USMCA will only strengthen that trade relationship and establish a blueprint for agreements that can replicate this success TeaParty ,"['supports', 'success']",POSITIVE
230,231,lraitt Theres that dramatic flare he has  Just cant seem to find plain speaking as more honest  Chronic exaggeration gaffs galor when left unscripted scandal corruptionCPC fo Canada,"['flare', 'exaggeration', 'scandal']",NEGATIVE
231,232,With epic adventures delicious eats waterfalls and more gotosaguenaylac has so much to offer This is what makes it the perfect destination for everyonegtgt  ltltTravel Quebec Canada,"['delicious', 'perfect']",POSITIVE
